등록번호,상호,소재지,대표자,사무소전화번호,상태,데이터기준일자
11710-2019-00337,참조은공인중개사사무소,"서울특별시 송파구 송파대로 345 3블럭B동 B1층27호(가락동,헬리오시티)",김현미,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2019-00340,승진공인중개사사무소,"서울특별시 송파구 법원로4길 10 421호(문정동, 힐스테이트에코문정)",이승진,02-6495-0808,영업중,2024-08-12
11710-2019-00341,잠실올림픽공원아이파크공인중개사사무소,"서울특별시 송파구 강동대로 74 상가동 403호(풍납동, 잠실올림픽공원아이파크)",손현자,02-476-2046,영업중,2024-08-12
11710-2019-00342,이준로공인중개사사무소,서울특별시 송파구 오금로40길 50 1층(가락동),이준로,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2019-00343,마천탑부동산공인중개사사무소,"서울특별시 송파구 성내천로 314 상가동 103호(마천동, 금호어울림2차아파트)",이수진,02-449-8120,영업중,2024-08-12
11710-2019-00347,SB공인중개사사무소,"서울특별시 송파구 충민로 66 Y-9067호(문정동,가든파이브라이프)",박정헌,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2019-00348,행운공인중개사사무소,"서울특별시 송파구 충민로 10 1-S07호(문정동, 가든파이브툴)",윤동욱,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2019-00349,예성공인중개사사무소,"서울특별시 송파구 충민로 188 상가동 101호(장지동,송파파인타운1단지)",박희경,02-449-0033,영업중,2024-08-12
11710-2019-00355,대박공인중개사사무소,서울특별시 송파구 올림픽로12길 23 1층(잠실동),강시영,02-419-9994,영업중,2024-08-12
11710-2019-00360,리센츠현대공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1A13호(잠실동, 리센츠)",민관식,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2019-00362,헤브론공인중개사사무소,"서울특별시 송파구 송파대로20길 4 101호(문정동,헤브론복합빌딩)",이도영,02-431-3331,영업중,2024-08-12
11710-2019-00363,카카오부동산공인중개사사무소,"서울특별시 송파구 오금로11길 43 102호 (방이동, 잠실트리움)",안현,02-424-2223,영업중,2024-08-12
11710-2019-00366,동산공인중개사사무소,서울특별시 송파구 양재대로68길 11 지층1호(가락동),김경원,02-403-9998,영업중,2024-08-12
11710-2019-00367,오렌지공인중개사사무소,서울특별시 송파구 성내천로 296 1층(마천동),김준석,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2019-00369,삼성공인중개사사무소,"서울특별시 송파구 충민로 152 상가동 104호(장지동, 송파파인타운3단지)",홍정이,02-431-8811,영업중,2024-08-12
11710-2019-00371,사랑공인중개사사무소,서울특별시 송파구 백제고분로40길 14 1층(석촌동),이석봉,02-416-8949,영업중,2024-08-12
11710-2019-00372,골드부동산공인중개사사무소,서울특별시 송파구 송이로4길 1 1층(송파동),강영규,02-417-8849,영업중,2024-08-12
11710-2020-00003,시온공인중개사사무소,서울특별시 송파구 마천로39길 8 1층(마천동),최주안,02-430-6800,영업중,2024-08-12
11710-2020-00008,중앙부동산공인중개사사무소,서울특별시 송파구 석촌호수로 60 내제1호(잠실동),김무건,02-420-2626,영업중,2024-08-12
11710-2020-00010,우림부동산공인중개사사무소,"서울특별시 송파구 거마로 43 상가동 113호(거여동, 현대3차아파트)",손원아,02-403-8944,영업중,2024-08-12
11710-2020-00011,월드비엠공인중개사사무소,서울특별시 송파구 오금로29길 9 301호 (방이동),김민주,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00012,한주개발공인중개사사무소,서울특별시 송파구 새말로8길 20 4층 (문정동),김종공,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00016,이화공인중개사사무소,서울특별시 송파구 마천로 141 1층(오금동),길정희,02-403-9020,영업중,2024-08-12
11710-2020-00017,가락스카이부동산공인중개사사무소,"서울특별시 송파구 양재대로62길 12 101호(가락동, 써니힐)",김지훈,02-3401-8289,영업중,2024-08-12
11710-2020-00019,한라공인중개사사무소,"서울특별시 송파구 법원로 90 1114호(문정동,파트너스2)",김종옥,02-2202-0026,영업중,2024-08-12
11710-2020-00022,주식회사신우부동산중개,"서울특별시 송파구 송파대로 345 1A동 1057호 (가락동, 헬리오시티)",강원섭,02-400-4071,영업중,2024-08-12
11710-2020-00029,제일믿음공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 B028호(가락동, 헬리오시티)",김희진,02-424-2288,영업중,2024-08-12
11710-2020-00030,골드공인중개사사무소,"서울특별시 송파구 올림픽로35길 10 상가B동 117호(신천동, 파크리오)",이숙영,02-423-0055,영업중,2024-08-12
11710-2020-00035,현대공인중개사사무소,"서울특별시 송파구 오금로54길 10 상가동 111호(거여동, 현대아파트)",이근자,02-430-9922,영업중,2024-08-12
11710-2020-00037,다인부동산공인중개사사무소,"서울특별시 송파구 법원로4길 17 107호(문정동,프라비다옥토)",김유림,02-449-4985,영업중,2024-08-12
11710-2020-00039,송파사랑공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1086호 (가락동, 헬리오시티)",김이순,02-404-7733,영업중,2024-08-12
11710-2020-00040,우리공인중개사사무소,서울특별시 송파구 백제고분로21길 20 1층 (삼전동),권성우,02-2202-4444,영업중,2024-08-12
11710-2020-00041,금탑공인중개사사무소,"서울특별시 송파구 위례광장로 270 Y145호 (장지동,송파와이즈더샵)",최미경,02-423-1000,영업중,2024-08-12
11710-2020-00043,다온공인중개사사무소,"서울특별시 송파구 법원로11길 25 B-121호(문정동,에이치비지니스파크)",이준호,02-6281-8666,영업중,2024-08-12
11710-2020-00048,뱅크뷰 공인중개사사무소,"서울특별시 송파구 법원로 96 , 902호 (문정동, 문정법조프라자)",이선화,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00052,e편한부동산공인중개사사무소,서울특별시 송파구 오금로 560 1층(거여동),이준상,02-402-0114,영업중,2024-08-12
11710-2020-00053,스타래미안부동산중개법인유한회사,"서울특별시 송파구 오금로32길 31 상가동 113, 114호(송파동,래미안파인탑)",최성호,02-422-2229,영업중,2024-08-12
11710-2020-00054,114공인중개사사무소,서울특별시 송파구 마천로 351 1층 (마천동),김용국,02-407-8924,영업중,2024-08-12
11710-2020-00055,소망공인중개사사무소,"서울특별시 송파구 송파대로14길 5 상가동 102호(문정동, 현대2차아파트)",김현수,02-409-0114,영업중,2024-08-12
11710-2020-00056,가락1번가부동산공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1088호(가락동, 헬리오시티)",김지선,0507-1438-0334,영업중,2024-08-12
11710-2020-00060,송파공인중개사사무소,"서울특별시 송파구 삼학사로13길 14 101호(삼전동, 광촌빌리지)",서계숙,02-421-0063,영업중,2024-08-12
11710-2020-00061,단지내롯데시티공인중개사사무소,"서울특별시 송파구 거마로 56 상가동 1-23호(거여동, 송파시그니처롯데캐슬)",박미숙,02-408-1119,영업중,2024-08-12
11710-2020-00063,메디컬공인중개사사무소,"서울특별시 송파구 백제고분로 63 6층 604호 (잠실동, 위너스오피스텔)",백창식,02-420-0364,영업중,2024-08-12
11710-2020-00065,대진공인중개사사무소,"서울특별시 송파구 충민로2길 26 102호(장지동, 대진플라자|)",윤경미,02-3012-0055,영업중,2024-08-12
11710-2020-00067,월드공인중개사사무소,서울특별시 송파구 가락로 244 1층(방이동),김현숙,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00071,한보공인중개사사무소,서울특별시 송파구 백제고분로19길 26 1층(잠실동),강희모,02-420-7788,영업중,2024-08-12
11710-2020-00072,삼성부동산공인중개사사무소,"서울특별시 송파구 오금로35길 17 상가동 지하제3호(오금동, 현대아파트)",권선희,02-449-2002,영업중,2024-08-12
11710-2020-00073,헬리오시티명가공인중개사사무소,"서울특별시 송파구 송파대로 345 1B동 1123호(가락동, 헬리오시티)",홍문표,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00074,나이스공인중개사사무소,서울특별시 송파구 가락로 269 1층(방이동),김성수,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00075,한자연공인중개사사무소,"서울특별시 송파구 충민로 66 T-7071, T-7072호 (문정동, 가든파이브라이프)",박성현,02-402-8545,영업중,2024-08-12
11710-2020-00078,미래공인중개사사무소,서울특별시 송파구 가락로 252 1층(방이동),강상구,02-418-9888,영업중,2024-08-12
11710-2020-00080,행복공인중개사사무소,서울특별시 송파구 문정로4길 32 1층(문정동),임희란,02-407-4442,영업중,2024-08-12
11710-2020-00085,부동산타운공인중개사사무소,서울특별시 송파구 올림픽로49길 14 1층 (풍납동),장춘식,02-476-8988,영업중,2024-08-12
11710-2020-00090,스타공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 B034호(가락동,헬리오시티)",조영호,02-401-5500,영업중,2024-08-12
11710-2020-00092,신미래공인중개사사무소,서울특별시 송파구 성내천로 281 1층(마천동),한명숙,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00096,송파위례한솔공인중개사사무소,"서울특별시 송파구 위례송파로5길 5 109호(거여동, 송파헤븐시티더테라스)",강성순,02-400-0131,영업중,2024-08-12
11710-2020-00097,거보공인중개사사무소,"서울특별시 송파구 송파대로 345 4블럭동 1층6호(가락동, 헬리오시티)",조우영,02-400-3368,영업중,2024-08-12
11710-2020-00098,래미안삼성공인중개사사무소,"서울특별시 송파구 문정로 83 상가동 102호(문정동, 문정래미안아파트)",하형동,02-407-8949,영업중,2024-08-12
11710-2020-00102,탐진공인중개사사무소,서울특별시 송파구 송파대로 459 1층(석촌동),박세영,02-422-2482,영업중,2024-08-12
11710-2020-00108,대신공인중개사사무소,서울특별시 송파구 양산로 42 5층 (거여동),김영관,02-404-2044,영업중,2024-08-12
11710-2020-00111,에이스공인중개사사무소,"서울특별시 송파구 충민로 66 , T-9117호 (문정동, 가든파이브라이프)",조병조,070-4204-8808,영업중,2024-08-12
11710-2020-00112,시티공인중개사사무소,서울특별시 송파구 백제고분로20길 6 1층(잠실동),김대인,02-424-4100,영업중,2024-08-12
11710-2020-00113,위례믿음공인중개사사무소,"서울특별시 송파구 위례광장로 193 1-4호(장지동, 대길프라자)",이권희,02-402-7887,영업중,2024-08-12
11710-2020-00115,송파행운부동산공인중개사사무소,서울특별시 송파구 백제고분로19길 5 1층(잠실동),송정심,02-423-0049,영업중,2024-08-12
11710-2020-00116,잠실벨솔레공인중개사사무소,"서울특별시 송파구 올림픽로34길 5-13 109호 (방이동, 잠실벨솔레오피스텔)",김혜경,02-489-3030,영업중,2024-08-12
11710-2020-00118,힘찬공인중개사사무소,서울특별시 송파구 백제고분로48길 3 1층(방이동),강경화,02-416-8554,영업중,2024-08-12
11710-2020-00119,행복한공인중개사사무소,서울특별시 송파구 오금로64길 6 1층(거여동),윤숙영,02-402-3900,영업중,2024-08-12
11710-2020-00121,뉴라이프공인중개사사무소,서울특별시 송파구 송이로36길 15 1층(문정동),조재광,02-406-9102,영업중,2024-08-12
11710-2020-00125,레이크팰리스공인중개사사무소,"서울특별시 송파구 석촌호수로 135 상가A동 133호(잠실동, 레이크팰리스)",국보옥,02-420-1133,영업중,2024-08-12
11710-2020-00129,미소부동산공인중개사사무소,"서울특별시 송파구 올림픽로34길 5-13 110호(방이동,잠실벨솔레오피스텔)",김법준,02-417-6797,영업중,2024-08-12
11710-2020-00132,CITY공인중개사사무소,"서울특별시 송파구 법원로4길 5 212호(문정동, 송파법조타운푸르지오시티)",김용금,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00133,유원공인중개사사무소,서울특별시 송파구 오금로11길 34 5층 (방이동),송정호,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00135,건국공인중개사사무소,"서울특별시 송파구 송이로15길 33 상가동 1층105호(가락동,가락2차쌍용아파트)",김수정,02-400-2114,영업중,2024-08-12
11710-2020-00136,다온공인중개사사무소,"서울특별시 송파구 올림픽로34길 6 410호(방이동, 잠실제니알)",강주영,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2020-00137,신화공인중개사사무소,서울특별시 송파구 마천로43길 15 1층(마천동),이인숙,02-402-5989,영업중,2024-08-12
11710-2020-00140,e정성부동산공인중개사사무소,"서울특별시 송파구 법원로11길 7 157호(문정동,문정현대지식산업센터1-2)",장성환,02-430-3114,영업중,2024-08-12
